tp_record_share,id_polizza_exp,id_pol_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,compagnia_ania_coassicuratrice,agenzia_coassicuratrice,quota_delegata,numero_polizza_coassicuratrice,aliquota_netto_acquisto,aliquota_netto_incasso,filename,data_elaborazione_file,mandato
25,2018502463169,2018502463169,035,4,817,2018502463169,0,022,164,1500,0,0,0,25_C_4_817_20240314155811_0_P.csv,2024-02-06,1
25,2014072038396,2014072038396,035,4,699,2014072038396,0,883,65,5000,0,0,0,25_C_4_699_20240314142137_0_P.csv,2024-02-05,1
25,2016502408762,2016502408762,035,4,100,2016502408762,0,038,998,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020502548393,2020502548393,035,4,499,2020502548393,0,057,82,2500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2009102104229,2009102104229,035,4,764,2009102104229,0,016,252,5000,0,0,0,25_C_4_764_20240314153750_0_P.csv,2024-02-06,1
25,2019052865681,2019052865681,035,4,299,2019052865681,0,014,14,5000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2013102615002,2013102615002,035,4,174,2013102615002,0,005,235,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2021502606672,2021502606672,035,4,251,2021502606672,0,864,42,5000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2018502493452,2018502493452,035,4,737,2018502493452,0,014,14,4000,0,0,0,25_C_4_737_20240314151027_0_P.csv,2024-02-06,1
25,2021302100762,2021302100762,035,4,470,2021302100762,0,034,77,4000,0,400,0,25_C_4_470_20240306133139_0_P.csv,2024-02-04,1
25,2011502187751,2011502187751,035,4,180,2011502187751,0,816,349,1500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2012102473323,2012102473323,035,4,174,2012102473323,0,005,235,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2018502468906,2018502468906,035,4,180,2018502468906,0,022,612,1300,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2019502512715,2019502512715,035,4,499,2019502512715,0,014,29,1000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2020062075598,2020062075598,035,4,180,2020062075598,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2016032267991,2016032267991,035,4,254,2016032267991,0,005,245,4500,0,1350,1350,25_C_4_254_20240301150457_0_P.csv,2024-02-02,1
25,2018502486063,2018502486063,035,4,251,2018502486063,0,034,850,1500,0,1800,1800,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2019502536983,2019502536983,035,4,180,2019502536983,0,036,2302,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2017103014640,2017103014640,035,4,174,2017103014640,0,005,235,5000,0,0,0,25_C_4_174_20240301114220_0_P.csv,2024-02-01,1
25,2020072074871,2020072074871,035,4,100,2020072074871,0,034,1,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020502591234,2020502591234,035,4,180,2020502591234,0,005,388,1000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2017072047298,2017072047298,035,4,100,2017072047298,0,005,94,1500,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020502563730,2020502563730,035,4,180,2020502563730,0,005,388,1000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2017062057710,2017062057710,035,4,742,2017062057710,0,023,13,4000,0,0,0,25_C_4_742_20240314151458_0_P.csv,2024-02-06,1
